STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,QPCP,Measurement Flag,Quality Flag,Units
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850419 08:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850419 08:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850419 09:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850419 10:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850419 15:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850419 21:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850420 00:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850421 22:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850422 00:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850422 05:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850422 05:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850422 06:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850422 07:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850422 09:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850426 13:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850501 00:15,0.00,g, ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850509 18:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850509 22:45,0.20, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850509 23:00,0.20, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850509 23:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850509 23:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850509 23:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850510 00:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850510 01:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850510 01:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850510 02:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850510 04:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850510 04:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850510 05:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850510 07:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850510 09:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850510 09:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850510 09:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850510 12:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850510 12:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850510 13:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850510 13:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850510 18:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850510 20:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850510 23:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850511 10:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850511 11:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850511 12:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850511 13:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850512 10:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850512 12:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850514 19:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850514 20:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850514 23:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850515 02:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850515 04:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850515 08:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850515 10:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850515 10:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850520 17:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850520 18:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850521 14:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850530 02:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850530 11:00,0.30, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850530 12:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850601 00:15,0.00,g, ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850601 13:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850601 13:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850601 14:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850602 21:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850603 17:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850624 15:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850624 15:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850624 16:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850624 16:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850624 17:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850624 17:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850624 18:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850624 18:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850624 19:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850624 23:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850624 23:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850624 23:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850625 00:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850625 01:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850625 06:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850625 06:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850625 07:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850625 07:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850626 08:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850626 09:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850627 17:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850701 00:15,0.00,g, ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850712 18:45,0.30, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850712 19:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850716 22:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850718 20:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850718 21:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850720 14:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850721 10:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850721 16:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850722 16:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850722 20:45,0.60, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850722 21:00,0.30, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850722 21:15,0.20, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850723 21:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850724 09:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850728 21:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850730 02:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850801 00:15,0.00,g, ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850830 18:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850901 00:15,0.00,g, ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850904 14:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850904 14:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850908 18:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850908 22:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850911 12:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850911 13:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850911 14:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850911 14:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850911 15:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850911 15:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850911 17:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850911 19:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850911 19:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850911 20:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850918 04:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850918 13:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850918 15:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850918 17:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850918 21:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850918 22:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850919 02:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850919 04:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850919 04:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850919 05:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850919 05:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850919 06:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850919 06:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850919 07:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850919 08:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850919 12:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19850922 04:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851001 00:15,0.00,g, ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851006 20:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851006 20:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851006 21:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851006 22:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851006 22:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851006 22:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851006 23:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851006 23:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851007 01:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851007 03:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851007 04:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851007 04:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851007 05:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851007 10:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851007 11:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851007 12:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851007 12:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851007 13:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851007 14:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851007 16:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851007 17:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851008 22:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851009 09:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851012 06:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851012 07:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851012 07:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851012 10:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851021 22:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851022 01:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851022 01:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851022 02:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851022 04:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851022 05:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851022 06:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851022 13:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851023 08:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851030 23:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851031 00:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851031 01:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851031 02:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851101 00:15,0.00,g, ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851105 04:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851105 06:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851105 07:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851105 07:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851105 08:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851105 09:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851108 08:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851109 03:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851109 12:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851110 05:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851111 08:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851111 11:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851111 13:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851111 17:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851111 18:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851111 19:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851111 21:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851111 23:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851112 05:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851112 09:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851112 11:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851112 15:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851114 05:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851117 13:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851117 22:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851117 23:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851118 01:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851118 08:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851118 09:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851118 14:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851118 19:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851118 20:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851118 21:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851118 23:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851119 03:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851121 01:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851121 08:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851123 19:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851123 20:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851124 00:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851124 04:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851124 20:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851128 09:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851128 17:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851128 22:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851129 08:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851129 10:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851130 08:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851201 00:15,0.00,g, ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851201 23:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851202 05:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851202 10:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851202 18:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851202 19:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851202 20:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851208 00:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851208 01:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851208 03:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851208 05:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851208 06:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851208 07:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851208 08:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851208 10:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851208 12:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851208 15:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851208 17:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851208 19:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851208 21:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851208 22:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851209 00:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851209 01:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851209 03:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851218 12:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851230 06:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851230 08:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19851230 09:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19860101 00:15,0.00,g, ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19860103 11:00,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19860105 08:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19860105 13:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19860106 00:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19860106 01:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19860106 03:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19860106 06:45,0.20, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19860106 07:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19860106 11:30,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19860106 12:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19860111 16:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19860115 10:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19860117 10:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19860117 15:15,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19860120 08:45,0.10, , ,HT
COOP:420342,ARGENTA UT US,2128.1,40.6425,-111.67806,19860120 09:30,0.10, , ,HT
