STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,QGAG,Measurement Flag,Quality Flag,Units
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040212 19:30,1.26,V, ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040213 11:30,1.27, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040213 19:00,1.26,V, ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040214 13:15,1.27, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040220 11:30,1.28, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040226 11:30,1.29, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040226 16:15,1.30, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040226 17:30,1.31, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040226 18:15,1.32, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040226 19:45,1.33, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040227 19:45,1.34, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040228 02:30,1.35, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040228 03:00,1.36, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040228 04:30,1.37, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040228 07:30,1.38, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040228 14:45,1.39, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040228 18:30,1.40, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040228 22:30,1.41, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040229 00:45,1.42, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040301 00:15,1.42, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040301 17:30,1.42, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040301 19:00,999.99,{, ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040401 00:15,999.99,{, ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040401 17:45,999.99,}, ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040401 18:15,0.18,N, ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040401 19:45,0.18, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040401 21:15,0.18, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040405 16:45,0.19, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040407 18:45,0.20, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040408 10:30,0.21, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040409 09:45,0.22, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040409 16:45,0.23, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040415 12:45,0.23,V, ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040417 15:45,0.24, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040417 23:00,0.25, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040418 03:15,0.26, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040418 06:15,0.27, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040418 06:45,0.28, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040418 08:15,0.29, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040418 10:30,0.30, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040418 14:30,0.31, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040419 19:45,0.32, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040420 20:30,0.33, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040421 00:45,0.34, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040421 01:45,0.35, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040421 03:15,0.36, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040421 04:15,0.37, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040421 12:15,0.38, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040428 17:00,0.39, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040501 00:15,0.39, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040501 17:00,0.39, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040508 15:30,4.39, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040511 02:15,4.40, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040511 14:45,4.41, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040513 00:30,4.42, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040513 04:00,4.43, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040513 04:45,4.44, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040523 20:45,4.45, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040525 13:15,4.46, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040525 15:00,4.47, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040525 16:15,4.48, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040527 09:00,4.49, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040528 16:30,4.51, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040528 16:45,4.52, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040528 17:30,4.53, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040528 18:45,4.54, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040528 19:30,4.55, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040528 20:00,4.56, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040528 21:00,4.57, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040529 02:00,4.58, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040529 03:30,4.59, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040529 04:30,4.60, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040529 22:15,4.61, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040601 00:15,999.99,[, ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040701 00:15,0.69, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040701 17:30,0.69, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040701 18:15,4.69,N, ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040708 18:30,4.69, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040716 15:45,4.72, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040716 16:00,4.73, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040717 19:15,4.79, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040717 19:30,4.82, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040717 19:45,4.85, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040717 20:15,4.86, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040717 21:30,4.87, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040720 13:45,4.88, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040720 14:45,4.88, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040720 20:45,4.89, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040720 21:00,4.91, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040720 21:30,4.92, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040801 00:15,4.92, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040801 15:45,4.92, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040801 16:00,999.99,[, ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040801 18:00,999.99,], ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040801 18:15,4.92,N, ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040802 17:15,4.93, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040803 21:15,4.94, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040818 15:45,4.95, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040818 19:30,4.96, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040823 09:00,4.97, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040823 19:15,4.98, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040824 00:30,4.99, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040824 16:30,5.00, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040824 16:45,5.01, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040901 00:15,5.01, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040901 16:15,5.00,V, ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040901 17:15,5.01,N, ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040903 07:45,5.02, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040903 08:45,5.03, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040912 16:45,5.04, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040912 20:00,5.05, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040919 10:45,5.06, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040919 12:15,5.07, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040920 02:15,5.08, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040920 04:45,5.09, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040920 06:30,5.10, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20040920 15:45,5.11, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041001 00:15,5.11, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041001 16:00,5.00, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041001 16:15,999.99,[, ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041001 18:00,999.99,], ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041001 18:15,5.00,N, ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041001 18:45,4.00, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041001 19:15,5.01, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041002 17:45,5.01, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041003 04:15,5.01, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041011 18:00,4.00, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041011 18:45,5.01, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041015 02:30,5.11, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041019 18:00,5.12, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041020 11:00,5.13, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041020 11:15,5.15, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041020 11:30,5.16, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041020 12:00,5.17, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041020 12:15,5.18, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041021 12:00,5.19, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041022 05:45,5.20, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041022 12:45,5.21, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041022 18:30,5.22, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041022 19:15,5.23, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041022 19:45,5.24, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041022 20:15,5.25, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041022 20:45,5.26, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041022 21:30,5.27, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041022 22:00,5.28, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041022 23:15,5.29, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041023 00:30,5.31, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041023 01:15,5.32, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041023 01:45,5.33, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041023 03:15,5.34, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041023 20:00,5.35, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041023 21:30,4.00, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041023 21:45,5.24, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041023 22:00,5.35, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041024 05:30,5.36, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041024 09:00,5.37, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041025 21:45,5.38, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041025 22:30,5.39, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041025 23:15,5.40, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041026 01:00,5.42, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041026 01:45,5.43, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041026 03:30,5.44, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041026 04:45,5.45, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041026 05:45,5.46, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041026 08:00,5.47, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041026 10:15,5.48, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041026 13:30,5.49, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041027 09:45,5.50, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041027 12:30,5.51, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041027 17:45,5.52, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041027 19:15,5.53, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041028 09:15,5.54, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041028 18:15,5.40, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041028 19:00,4.35,S, ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041029 09:30,4.36, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041030 23:30,4.37, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041031 01:00,4.38, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041031 02:00,4.39, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041031 05:00,4.40, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041031 08:15,4.41, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041031 12:00,4.43, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041031 21:15,4.44, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041101 00:15,4.44, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041101 18:15,0.44,N, ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041109 08:30,0.45, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041109 12:00,0.46, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041109 14:15,0.47, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041109 15:30,0.48, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041111 08:30,0.49, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041112 04:00,0.50, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041113 14:00,0.51, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041115 20:15,0.50,V, ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041116 10:45,0.51, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041125 20:15,0.52, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041125 22:15,0.53, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041126 02:15,0.54, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041126 05:00,0.55, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041127 07:45,0.56, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041127 13:30,0.57, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041127 15:15,0.58, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041127 17:45,0.59, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041127 19:45,0.60, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041128 10:15,0.61, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041201 00:15,0.61, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041201 17:00,0.61, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041201 17:30,4.61,N, ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041207 12:30,4.62, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041207 17:30,4.63, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041208 12:30,4.64, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041208 14:30,4.65, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041208 16:00,4.66, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041208 18:00,4.67, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041208 19:15,4.68, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041208 20:15,4.69, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041209 00:45,4.70, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041209 02:00,4.71, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041209 02:45,4.72, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041209 04:00,4.73, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041209 04:45,4.74, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041209 05:30,4.75, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041209 07:00,4.76, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041209 08:45,4.77, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041209 12:30,4.78, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041209 21:30,4.79, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041222 21:45,4.80, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041229 00:15,4.81, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041229 05:15,4.82, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041229 13:45,4.83, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041229 14:30,4.84, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041231 21:15,4.85, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041231 22:15,4.86, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20041231 23:45,4.87, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20050101 00:15,4.87, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20050101 03:00,4.88, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20050101 16:45,4.88, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20050101 17:30,4.88,N, ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20050105 06:15,4.89, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20050105 22:00,4.90, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20050106 09:15,4.91, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20050106 12:45,4.92, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20050109 01:00,4.93, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20050110 07:15,4.94, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20050110 11:00,4.95, , ,HT
COOP:425892,MOUNTAIN DELL DAM UT US,1652,40.74972,-111.72222,20050111 04:00,4.96, , ,HT
